2020-08-25,23988924022
2020-08-24,255763141061
2020-08-21,254811634938
2020-08-20,232666702662
2020-08-19,241663573432
2020-08-18,228556890485
2020-08-17,217366485041
2020-08-14,194142003392
2020-08-13,229285525264
2020-08-12,255944925895
2020-08-11,307835999706
2020-08-10,251240510746
2020-08-07,276413635542
2020-08-06,248770483905
2020-08-05,252506729460
2020-08-04,251871923023
2020-08-03,265182457680
2020-07-31,335860361839
2020-07-30,268319923010
2020-07-29,242823507666
2020-07-28,220326607934
2020-07-27,233506984615
2020-07-24,259160554939
2020-07-23,291118205071
2020-07-22,235535279355
2020-07-21,263009702403
2020-07-20,248842096709
2020-07-17,239141161909
2020-07-16,243883056615
2020-07-15,299823421695
2020-07-14,324775499158
2020-07-13,353744569765
2020-07-10,254093089759
2020-07-09,286986882002
2020-07-08,260048183902
2020-07-07,262587458006
2020-07-06,277476991284
2020-07-02,259378493807
2020-07-01,271720339312
2020-06-30,296147002756
2020-06-29,257688953046
2020-06-26,436729850049
2020-06-25,271508675553
2020-06-24,324245853351
2020-06-23,257919056757
2020-06-22,252421854783
2020-06-19,482132213443
2020-06-18,239087766032
2020-06-17,250567135489
2020-06-16,349970923713
2020-06-15,325733803420
2020-06-12,372248682431
2020-06-11,426827712068
2020-06-10,332046891506
2020-06-09,294776198489
2020-06-08,314984099577
2020-06-05,390122681565
2020-06-04,294755384105
2020-06-03,292446565476
2020-06-02,266224890956
2020-06-01,234652656581
2020-05-29,406884418997
2020-05-28,291350872653
2020-05-27,330517612299
2020-05-26,301532988437
2020-05-22,207639437590
2020-05-21,256070150717
2020-05-20,255523060847
2020-05-19,256772207563
2020-05-18,307059287330
2020-05-15,310549901885
2020-05-14,298884102723
2020-05-13,321462761426
2020-05-12,265313385501
2020-05-11,245870786629
2020-05-08,236371429940
2020-05-07,249939672045
2020-05-06,229899519166
2020-05-05,240252744887
2020-05-04,228037640742
2020-05-01,272980621460
2020-04-30,340230809410
2020-04-29,317915889130
2020-04-28,267519074023
2020-04-27,235219466232
2020-04-24,224604014859
2020-04-23,255985586363
2020-04-22,237133542978
2020-04-21,291264867877
2020-04-20,252873045175
2020-04-17,312450208788
2020-04-16,296461755325
2020-04-15,261957532889
2020-04-14,295126126856
2020-04-13,249558122232
2020-04-09,357385844670
2020-04-08,280200966813
2020-04-07,340822143655
2020-04-06,325405191961
2020-04-03,252642830067
2020-04-02,290276528091
2020-04-01,291908565748
2020-03-31,345086108327
2020-03-30,291996528314
2020-03-27,328733455786
2020-03-26,389211314348
2020-03-25,428960169069
2020-03-24,400545725863
2020-03-23,399531164518
2020-03-20,474858126119
2020-03-19,429794908369
2020-03-18,476363227701
2020-03-17,474187480594
2020-03-16,459720518877
2020-03-13,515453194701
2020-03-12,569308130930
2020-03-11,450689483340
2020-03-10,481537578882
2020-03-09,521922833675
2020-03-06,460345050529
2020-03-05,381117927853
2020-03-04,368867114853
2020-03-03,551311357328
2020-03-02,481321624257
2020-02-28,682960652838
2020-02-27,535869018933
2020-02-26,402101389741
2020-02-25,436892408356
2020-02-24,372529790758
2020-02-21,279009725458
2020-02-20,261030271933
2020-02-19,210430608736
2020-02-18,223095230911
2020-02-14,202120343244
2020-02-13,219770878325
2020-02-12,221848322121
2020-02-11,223403372713
2020-02-10,205605917512
2020-02-07,219722011326
2020-02-06,236895818039
2020-02-05,284672963361
2020-02-04,284787413231
2020-02-03,269379142755
2020-01-31,335486081809
2020-01-30,269690022406
2020-01-29,215351619386
2020-01-28,218943233158
2020-01-27,265168062903
2020-01-24,253468227560
2020-01-23,228413546331
2020-01-22,215732293699
2020-01-21,245139609790
2020-01-17,238358420326
2020-01-16,204489149161
2020-01-15,213860007921
2020-01-14,236270438271
2020-01-13,208756837635
2020-01-10,197968704743
2020-01-09,209861916698
2020-01-08,236164025599
2020-01-07,198318490811
2020-01-06,207380044032
2020-01-03,212210463900
2020-01-02,211358505964
2019-12-31,161947548317
2019-12-30,157632199735
2019-12-27,147085591446
2019-12-26,123167666980
2019-12-24,72863951122
2019-12-23,169697838892
2019-12-20,380594578264
2019-12-19,207829683137
2019-12-18,209086975625
2019-12-17,210508371357
2019-12-16,231910398966
2019-12-13,238453621672
2019-12-12,258965560368
2019-12-11,182380854610
2019-12-10,178394788389
2019-12-09,171656172370
2019-12-06,195321673507
2019-12-05,182060849263
2019-12-04,198716148661
2019-12-03,225467263597
2019-12-02,219677805213
2019-11-29,108262411031
2019-11-27,164988327061
2019-11-26,252607627420
2019-11-25,199558213050
2019-11-22,166748453511
2019-11-21,191961886054
2019-11-20,250644021350
2019-11-19,197095341058
2019-11-18,187789858621
2019-11-15,198845269870
2019-11-14,172926044716
2019-11-13,186526881633
2019-11-12,179996255929
2019-11-11,148215380281
2019-11-08,184874810580
2019-11-07,231108050677
2019-11-06,202328918342
2019-11-05,220763746218
2019-11-04,215695233055
2019-11-01,218458873735
2019-10-31,232357286916
2019-10-30,201916207580
2019-10-29,189483472399
2019-10-28,193729992080
2019-10-25,187038283761
2019-10-24,186639806935
2019-10-23,176169321281
2019-10-22,191341186076
2019-10-21,167983159357
2019-10-18,207682057583
2019-10-17,173946507072
2019-10-16,182564410588
2019-10-15,185809079609
2019-10-14,132814972922
2019-10-11,244649509330
2019-10-10,178985203249
2019-10-09,160855768009
2019-10-08,210110636678
2019-10-07,172667449736
2019-10-04,181684963521
2019-10-03,224108208503
2019-10-02,250727019445
2019-10-01,224551624542
2019-09-30,189547960470
2019-09-27,214552965182
2019-09-26,189534508738
2019-09-25,209275496969
2019-09-24,251073649413
2019-09-23,173078912395
2019-09-20,363542648137
2019-09-19,186993538966
2019-09-18,204679333862
2019-09-17,189953347514
2019-09-16,199642121462
2019-09-13,209272776007
2019-09-12,235737256535
2019-09-11,226240667982
2019-09-10,241181952368
2019-09-09,220494507811
2019-09-06,184089684218
2019-09-05,232253859600
2019-09-04,178968343570
2019-09-03,201610092017
2019-08-30,187766112073
2019-08-29,178860086499
2019-08-28,172875442592
2019-08-27,200560104871
2019-08-26,177876536571
2019-08-23,283145591663
2019-08-22,168793194602
2019-08-21,162365241954
2019-08-20,166463083778
2019-08-19,178435622527
2019-08-16,203035055811
2019-08-15,231570857687
2019-08-14,273248917867
2019-08-13,246524366268
2019-08-12,193154627960
2019-08-09,205710601699
2019-08-08,249150446894
2019-08-07,283318451452
2019-08-06,254441566192
2019-08-05,332278920474
2019-08-02,266670543951
2019-08-01,341124452654
2019-07-31,305142384346
2019-07-30,196347817067
2019-07-29,183843658819
2019-07-26,197861777027
2019-07-25,220671204287
2019-07-24,201425093122
2019-07-23,181283643219
2019-07-22,168316702273
2019-07-19,206431462674
2019-07-18,197321523112
2019-07-17,179490277743
2019-07-16,177143400242
2019-07-15,159567064229
2019-07-12,175872549530
2019-07-11,183532119426
2019-07-10,186950657312
